"Genome"	"original_bin"	"classification"	"fastani_reference"	"fastani_reference_radius"	"fastani_taxonomy"	"fastani_ani"	"fastani_af"	"closest_placement_reference"	"closest_placement_radius"	"closest_placement_taxonomy"	"closest_placement_ani"	"closest_placement_af"	"pplacer_taxonomy"	"classification_method"	"note"	"other_related_references.genome_id.species_name.radius.ANI.AF."	"msa_percent"	"translation_table"	"red_value"	"warnings"	"completeness"	"contamination"	"length"	"N50"	"centrality"
"MGYG000000345"	"ERR7738537_bin.14"	"d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__CAG-353;s__CAG-353 sp900066885"	"GCA_902363145.1"	"95.0"	"d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__CAG-353;s__CAG-353 sp900066885"	"96.22"	"0.92"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"ani_screen"	"classification based on ANI only"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	99.33	0.11	2495280	32733	0.972832888888889
"MGYG000000346"	"ERR7738537_bin.143"	"d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__VUNA01;s__VUNA01 sp934234035"	"GCA_934234035.1"	"95.0"	"d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__VUNA01;s__VUNA01 sp934234035"	"96.42"	"0.945"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"ani_screen"	"classification based on ANI only"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	84.83	2.16	1715890	6668	0
"MGYG000000347"	"ERR7738537_bin.146"	"d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__UMGS1696;s__UMGS1696 sp934433485"	"GCA_934433485.1"	"95.0"	"d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__UMGS1696;s__UMGS1696 sp934433485"	"96.65"	"0.702"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"ani_screen"	"classification based on ANI only"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	58.41	1.18	2485573	3917	0
"MGYG000000348"	"ERR7738537_bin.25"	"d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"GCA_004552305.1"	"95.0"	"d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger variabilis_A"	"94.62"	"0.8"	"d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__"	"taxonomic classification defined by topology and ANI"	"classification based on placement in class-level tree"	"GCA_900772715.1, s__Gemmiger sp900772715, 95.0, 94.05, 0.603; GCA_934561205.1, s__Gemmiger sp934561205, 95.0, 91.13, 0.859; GCA_900556255.1, s__Gemmiger sp900556255, 95.0, 88.96, 0.652; GCA_900540595.1, s__Gemmiger sp900540595, 95.0, 81.71, 0.696; GCF_900167555.1, s__Gemmiger formicilis, 95.0, 81.66, 0.635; GCF_024462815.1, s__Gemmiger sp900554145, 95.0, 81.49, 0.674; GCA_004554775.1, s__Gemmiger variabilis_B, 95.0, 81.17, 0.647; GCA_900539695.1, s__Gemmiger sp900539695, 95.0, 81.15, 0.599; GCF_018784445.1, s__Gemmiger sp900540775, 95.0, 81.14, 0.64; GCA_934502625.1, s__Gemmiger sp934502625, 95.0, 81.11, 0.55; GCA_019115045.1, s__Gemmiger excrementipullorum, 95.0, 80.41, 0.513; GCA_003343905.1, s__Gemmiger variabilis_C, 95.0, 80.18, 0.47; GCA_900545545.1, s__Gemmiger sp900545545, 95.0, 80.07, 0.465; GCA_944388175.1, s__Gemmiger sp944388175, 95.0, 79.9, 0.421; GCA_944388135.1, s__Gemmiger sp944388135, 95.0, 79.7, 0.367; GCA_019116445.1, s__Gemmiger excrementigallinarum, 95.0, 79.53, 0.421; GCA_019116705.1, s__Gemmiger avistercoris, 95.0, 79.51, 0.399; GCA_944388215.1, s__Gemmiger sp944388215, 95.0, 79.49, 0.455; GCA_904374465.1, s__Gemmiger sp904374465, 95.0, 79.46, 0.438; GCA_019119495.1, s__Gemmiger stercorigallinarum, 95.0, 79.44, 0.399; GCA_019424695.1, s__Gemmiger sp019424695, 95.0, 79.43, 0.345; GCA_019116485.1, s__Gemmiger excrementavium, 95.0, 79.36, 0.47; GCA_025152575.1, s__Gemmiger variabilis, 95.0, 79.29, 0.465; GCA_905214345.1, s__Gemmiger sp905214345, 95.0, 79.16, 0.389; GCF_016901605.1, s__Gemmiger formicilis_B, 95.0, 79.14, 0.392; GCA_004000625.1, s__Gemmiger qucibialis, 95.0, 79.11, 0.47; GCA_004561545.1, s__Gemmiger sp004561545, 95.0, 79.07, 0.311; GCA_019120395.1, s__Gemmiger faecigallinarum, 95.0, 78.95, 0.428; GCA_944388165.1, s__Gemmiger sp944388165, 95.0, 78.91, 0.365; GCA_019119835.1, s__Gemmiger stercoravium, 95.0, 78.89, 0.404; GCF_016900095.1, s__Gemmiger formicilis_A, 95.0, 78.81, 0.423; GCA_002306375.1, s__Gemmiger sp002306375, 95.0, 78.81, 0.343; GCA_944382835.1, s__Gemmiger sp944382835, 95.0, 78.71, 0.363; GCF_014982805.1, s__Gemmiger gallinarum, 95.0, 78.66, 0.372; GCA_944388105.1, s__Gemmiger sp944388105, 95.0, 78.64, 0.333; GCA_944382785.1, s__Gemmiger sp944382785, 95.0, 78.61, 0.343; GCA_019114415.1, s__Gemmiger faecavium, 95.0, 78.61, 0.37; GCA_944382805.1, s__Gemmiger sp944382805, 95.0, 78.6, 0.304; GCA_904390925.1, s__Gemmiger sp904390925, 95.0, 78.56, 0.29; GCA_944388145.1, s__Gemmiger sp944388145, 95.0, 78.54, 0.38; GCA_019119365.1, s__Gemmiger stercoripullorum, 95.0, 78.52, 0.411; GCA_019413245.1, s__Gemmiger sp019413245, 95.0, 78.39, 0.333; GCA_944388125.1, s__Gemmiger sp944388125, 95.0, 78.08, 0.345; GCA_019420135.1, s__Gemmiger sp019420135, 95.0, 78.08, 0.236; GCA_900548355.1, s__Gemmiger avicola, 95.0, 77.66, 0.314"	"61.31"	"11"	"0.99932"	"Genome not assigned to closest species as it falls outside its pre-defined ANI radius"	94.42	0.53	1886700	5506	0.957158
"MGYG000000349"	"ERR7738537_bin.41"	"d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__"	"taxonomic classification defined by topology and ANI"	"classification based on placement in class-level tree"	"GCA_934247115.1, s__Coprococcus sp934247115, 95.0, 89.09, 0.716; GCA_934277375.1, s__Coprococcus sp934277375, 95.0, 88.95, 0.777; GCF_001404675.1, s__Coprococcus eutactus_A, 95.0, 88.01, 0.747; GCA_900557435.1, s__Coprococcus sp900557435, 95.0, 87.82, 0.56; GCA_025149915.1, s__Coprococcus eutactus, 95.0, 87.44, 0.747; GCA_900548315.1, s__Coprococcus sp900548315, 95.0, 86.6, 0.588; GCA_900548215.1, s__Coprococcus sp900548215, 95.0, 86.31, 0.696; GCA_900767685.1, s__Coprococcus sp900767685, 95.0, 86.18, 0.65; GCA_016297325.1, s__Coprococcus sp016297325, 95.0, 84.63, 0.639; GCA_017624085.1, s__Coprococcus sp017624085, 95.0, 79.14, 0.16; GCF_003482105.1, s__Coprococcus sp000433075, 95.0, 78.34, 0.207; GCA_020735665.1, s__Coprococcus sp000154245, 95.0, 78.23, 0.171; GCF_003461625.1, s__Coprococcus sp900066115, 95.0, 77.77, 0.184; GCA_002437435.1, s__Coprococcus sp002437435, 95.0, 77.64, 0.156; GCA_016296785.1, s__Coprococcus sp016296785, 95.0, 77.27, 0.141; GCA_900761435.1, s__Coprococcus sp900761435, 95.0, 77.03, 0.092; GCA_017935345.1, s__Coprococcus sp017935345, 95.0, 76.9, 0.159"	"51.1"	"11"	"0.98133"	"Genome not assigned to closest species as it falls outside its pre-defined ANI radius"	78.62	3.31	1891889	4769	0
"MGYG000000350"	"ERR7738537_bin.48"	"d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__Elusimicrobiales;f__Elusimicrobiaceae;g__UBA1436;s__UBA1436 sp900541355"	"GCA_900541355.1"	"95.0"	"d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__Elusimicrobiales;f__Elusimicrobiaceae;g__UBA1436;s__UBA1436 sp900541355"	"97.45"	"0.865"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"ani_screen"	"classification based on ANI only"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	98.79	0.22	1478303	117366	0.971829894736842
"MGYG000000351"	"ERR7738537_bin.51"	"d__Bacteria;p__Bacillota_A;c__Clostridia;o__UMGS1883;f__UMGS1883;g__UMGS1883;s__UMGS1883 sp934454525"	"GCA_934454525.1"	"95.0"	"d__Bacteria;p__Bacillota_A;c__Clostridia;o__UMGS1883;f__UMGS1883;g__UMGS1883;s__UMGS1883 sp934454525"	"98.71"	"0.826"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"ani_screen"	"classification based on ANI only"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	72.72	1.66	1835065	3965	0
"MGYG000000352"	"ERR7738537_bin.58"	"d__Bacteria;p__Bacillota_A;c__Clostridia;o__UBA1381;f__UBA1381;g__UBA4716;s__UBA4716 sp934476675"	"GCA_934476675.1"	"95.0"	"d__Bacteria;p__Bacillota_A;c__Clostridia;o__UBA1381;f__UBA1381;g__UBA4716;s__UBA4716 sp934476675"	"99.94"	"0.894"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"ani_screen"	"classification based on ANI only"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	99.89	0.17	3043199	104009	0
"MGYG000000353"	"ERR7738537_bin.66"	"d__Bacteria;p__Spirochaetota;c__Brachyspirae;o__Brachyspirales;f__Brachyspiraceae;g__Brachyspira;s__Brachyspira aalborgi"	"GCF_008016455.1"	"95.0"	"d__Bacteria;p__Spirochaetota;c__Brachyspirae;o__Brachyspirales;f__Brachyspiraceae;g__Brachyspira;s__Brachyspira aalborgi"	"96.73"	"0.964"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"ani_screen"	"classification based on ANI only"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	64.24	0.49	1709535	2198	0
"MGYG000000354"	"ERR7738537_bin.68"	"d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__UMGS1783;g__CAKSHC01;s__CAKSHC01 sp934456365"	"GCA_934456365.1"	"95.0"	"d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__UMGS1783;g__CAKSHC01;s__CAKSHC01 sp934456365"	"99.98"	"0.984"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"ani_screen"	"classification based on ANI only"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	95.79	0.36	1705231	261651	0.975831
"MGYG000000355"	"ERR7738537_bin.7"	"d__Bacteria;p__Bacillota;c__Bacilli;o__RF39;f__UBA660;g__CAG-877;s__CAG-877 sp934168205"	"GCA_934168205.1"	"95.0"	"d__Bacteria;p__Bacillota;c__Bacilli;o__RF39;f__UBA660;g__CAG-877;s__CAG-877 sp934168205"	"95.53"	"0.869"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"ani_screen"	"classification based on ANI only"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	89.96	1.56	1391218	67120	0
"MGYG000000356"	"ERR7738537_bin.78"	"d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__UBA644;g__UBA644;s__UBA644 sp900547165"	"GCA_900547165.1"	"95.0"	"d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__UBA644;g__UBA644;s__UBA644 sp900547165"	"96.42"	"0.884"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"ani_screen"	"classification based on ANI only"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	99.92	0.22	2056092	119585	0.9719056
"MGYG000000357"	"ERR7738537_bin.81"	"d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum;s__Agathobaculum sp934504345"	"GCA_934504345.1"	"95.0"	"d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum;s__Agathobaculum sp934504345"	"97.66"	"0.882"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"ani_screen"	"classification based on ANI only"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	82.47	2.31	1994493	12350	0
"MGYG000000358"	"ERR7738537_bin.82"	"d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__CAG-382;g__CAKSDR01;s__CAKSDR01 sp934446095"	"GCA_934446095.1"	"95.0"	"d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__CAG-382;g__CAKSDR01;s__CAKSDR01 sp934446095"	"99.74"	"0.935"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"ani_screen"	"classification based on ANI only"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	84.3	1.9	1360117	4984	0
"MGYG000000359"	"ERR7738537_bin.84"	"d__Bacteria;p__Bacillota;c__Bacilli;o__RF39;f__UBA660;g__CAG-877;s__CAG-877 sp934157235"	"GCA_934157235.1"	"95.0"	"d__Bacteria;p__Bacillota;c__Bacilli;o__RF39;f__UBA660;g__CAG-877;s__CAG-877 sp934157235"	"98.61"	"0.812"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"ani_screen"	"classification based on ANI only"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	78.88	0.46	935073	127544	0
"MGYG000000360"	"ERR7738537_bin.87"	"d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellia;o__RFP12;f__UBA1067;g__RUG572;s__RUG572 sp900547945"	"GCA_900547945.1"	"95.0"	"d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellia;o__RFP12;f__UBA1067;g__RUG572;s__RUG572 sp900547945"	"97.3"	"0.858"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"ani_screen"	"classification based on ANI only"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	62.62	1.85	2279089	3251	0
"MGYG000000361"	"ERR7738537_bin.90"	"d__Bacteria;p__Bacillota;c__Bacilli;o__RF39;f__UBA660;g__CAG-1000;s__CAG-1000 sp934096235"	"GCA_934096235.1"	"95.0"	"d__Bacteria;p__Bacillota;c__Bacilli;o__RF39;f__UBA660;g__CAG-1000;s__CAG-1000 sp934096235"	"99.24"	"0.965"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"ani_screen"	"classification based on ANI only"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	77.79	1.77	949707	249997	0.99065
"MGYG000000362"	"ERR7738537_bin.92"	"d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAKSCM01;s__CAKSCM01 sp934444365"	"GCA_934444365.1"	"95.0"	"d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAKSCM01;s__CAKSCM01 sp934444365"	"97.0"	"0.951"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"ani_screen"	"classification based on ANI only"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	97.8	0.56	1917181	51982	0
"MGYG000000363"	"ERR7738537_bin.94"	"d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Angelakisella;s__Angelakisella sp934524965"	"GCA_934524965.1"	"95.0"	"d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Angelakisella;s__Angelakisella sp934524965"	"98.13"	"0.921"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"ani_screen"	"classification based on ANI only"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	84.36	3.78	1714515	7109	0
"MGYG000000364"	"ERR7738537_bin.95"	"d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__UMGS1312;s__UMGS1312 sp934446065"	"GCA_934446065.1"	"95.0"	"d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__UMGS1312;s__UMGS1312 sp934446065"	"98.8"	"0.861"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"ani_screen"	"classification based on ANI only"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	91.1	0.02	1844581	16588	0.955308
"MGYG000000365"	"ERR7738537_bin.96"	"d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-964;s__CAG-964 sp000435335"	"GCA_000435335.1"	"95.0"	"d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-964;s__CAG-964 sp000435335"	"98.26"	"0.929"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"ani_screen"	"classification based on ANI only"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	100	0.31	1847430	25341	0.980233
"MGYG000000366"	"ERR7738537_bin.97"	"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__W3P20-009;g__W3P20-009;s__W3P20-009 sp934699135"	"GCA_934699135.1"	"95.0"	"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__W3P20-009;g__W3P20-009;s__W3P20-009 sp934699135"	"99.93"	"0.906"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"ani_screen"	"classification based on ANI only"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	98.74	3.72	2679742	14752	0
"MGYG000000367"	"ERR7738537_bin.98"	"d__Bacteria;p__Bacillota;c__Bacilli;o__RF39;f__UBA660;g__CAG-877;s__CAG-877 sp934162125"	"GCA_934162125.1"	"95.0"	"d__Bacteria;p__Bacillota;c__Bacilli;o__RF39;f__UBA660;g__CAG-877;s__CAG-877 sp934162125"	"99.09"	"0.952"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"ani_screen"	"classification based on ANI only"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	85.32	2.89	1110248	111780	0.986413
"MGYG000000368"	"ERR7738545_bin.11"	"d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sp934196125"	"GCA_934196125.1"	"96.0537"	"d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sp934196125"	"99.98"	"0.951"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"ani_screen"	"classification based on ANI only"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	99.95	0	1643321	36984	0.949716
"MGYG000000369"	"ERR7738545_bin.12"	"d__Bacteria;p__Bacillota_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-793;s__CAG-793 sp000433915"	"GCA_000433915.1"	"95.0"	"d__Bacteria;p__Bacillota_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-793;s__CAG-793 sp000433915"	"98.91"	"0.91"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"ani_screen"	"classification based on ANI only"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	86.54	0.12	946187	59466	0
"MGYG000000370"	"ERR7738545_bin.23"	"d__Bacteria;p__Cyanobacteriota;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__Stercorousia;s__Stercorousia sp934717855"	"GCA_934717855.1"	"95.0"	"d__Bacteria;p__Cyanobacteriota;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__Stercorousia;s__Stercorousia sp934717855"	"99.99"	"0.982"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"ani_screen"	"classification based on ANI only"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	94.55	0.74	1707404	56842	0.961738
"MGYG000000371"	"ERR7738545_bin.29"	"d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter sp934365945"	"GCA_934365945.1"	"95.0"	"d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter sp934365945"	"96.47"	"0.796"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"ani_screen"	"classification based on ANI only"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	95.8	0.41	3105188	70339	0.9587022
"MGYG000000372"	"ERR7738545_bin.31"	"d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli"	"GCF_003697165.2"	"95.0"	"d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli"	"95.9"	"0.845"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"ani_screen"	"classification based on ANI only"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	60.52	1.4	2893133	2173	0
"MGYG000000373"	"ERR7738545_bin.35"	"d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter;s__Dysosmobacter sp900544615"	"GCA_900544615.1"	"95.0"	"d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter;s__Dysosmobacter sp900544615"	"98.03"	"0.826"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"ani_screen"	"classification based on ANI only"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	72.44	2.23	1578298	4295	0.972434
"MGYG000000374"	"ERR7738545_bin.40"	"d__Bacteria;p__Bacillota;c__Bacilli;o__RF39;f__UBA660;g__CAG-605;s__CAG-605 sp000433475"	"GCA_000433475.1"	"95.0"	"d__Bacteria;p__Bacillota;c__Bacilli;o__RF39;f__UBA660;g__CAG-605;s__CAG-605 sp000433475"	"97.34"	"0.857"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"ani_screen"	"classification based on ANI only"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	93.03	2.16	1570070	64790	0
"MGYG000000375"	"ERR7738545_bin.43"	"d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Limosilactobacillus;s__Limosilactobacillus fermentum"	"GCF_013394085.1"	"95.0"	"d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Limosilactobacillus;s__Limosilactobacillus fermentum"	"98.0"	"0.962"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"ani_screen"	"classification based on ANI only"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	99.35	0.03	1751664	20142	0
"MGYG000000376"	"ERR7738545_bin.51"	"d__Bacteria;p__Bacillota;c__Bacilli;o__RF39;f__UBA660;g__UBA3789;s__UBA3789 sp934140575"	"GCA_934140575.1"	"95.0"	"d__Bacteria;p__Bacillota;c__Bacilli;o__RF39;f__UBA660;g__UBA3789;s__UBA3789 sp934140575"	"97.01"	"0.81"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"ani_screen"	"classification based on ANI only"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	58.6	0.23	879318	66605	0
"MGYG000000377"	"ERR7738545_bin.55"	"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp003447235"	"GCA_003447235.1"	"95.0"	"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp003447235"	"97.91"	"0.858"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"ani_screen"	"classification based on ANI only"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	98.27	0.48	2726838	53836	0.976507416666667
"MGYG000000378"	"ERR7738545_bin.58"	"d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyrivibrio_A;s__Butyrivibrio_A sp000431815"	"GCA_000431815.1"	"95.0"	"d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyrivibrio_A;s__Butyrivibrio_A sp000431815"	"98.09"	"0.912"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"ani_screen"	"classification based on ANI only"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	99.92	0.08	2258365	50800	0.9827448
"MGYG000000379"	"ERR7738546_bin.1"	"d__Bacteria;p__Bacillota;c__Bacilli;o__RF39;f__UBA660;g__Onthocola_B;s__Onthocola_B sp900544625"	"GCA_900544625.1"	"95.0"	"d__Bacteria;p__Bacillota;c__Bacilli;o__RF39;f__UBA660;g__Onthocola_B;s__Onthocola_B sp900544625"	"97.57"	"0.918"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"ani_screen"	"classification based on ANI only"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	92.79	0.84	1267599	114709	0.9692815
"MGYG000000380"	"ERR7738546_bin.10"	"d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira sp000437735"	"GCF_020564355.1"	"95.0"	"d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira sp000437735"	"98.86"	"0.902"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"ani_screen"	"classification based on ANI only"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	94.71	1.98	2884960	91983	0.988226
"MGYG000000381"	"ERR7738546_bin.101"	"d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Anaerotardibacter;s__Anaerotardibacter sp000436075"	"GCA_000436075.1"	"95.0"	"d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Anaerotardibacter;s__Anaerotardibacter sp000436075"	"97.47"	"0.832"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"ani_screen"	"classification based on ANI only"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	97.13	0.73	1860900	17737	0
